,Unnamed: 0,c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
631,631,-0.16,0.36,7,0.04,158,-39,0.34,-27,14,0.34,0.03,0.014176583036879522,0.19111397545641756,-0.9790270094579535,-0.06914179365954133,0.589864137149912,-0.18990426423381668,0.08097075223855132
632,632,0.43,0.19,8,0.03,198,23,0.03,-23,14,0.6,-0.08,0.3537451717231993,-0.29937195470672007,-0.8851391432013962,-0.04206522780515981,0.4639687518837954,-0.2823365021122046,-0.7043243608818519
633,633,0.46,0.03,-2,0.01,133,-30,0.27,-3,6,0.12,-0.09,0.3513299801297267,-0.199957531543833,0.9052510386321235,-0.13078527323978187,0.05608064751603359,-0.17268769706820164,-0.2914409086075251
634,634,-0.35,0.43,-1,0.12,238,-98,0.17,0,-10,0.15,0.13,0.35403148686338926,0.7050685161473674,-0.5174917052659103,-0.3312739483086884,0.5520498771546166,0.29041763603937687,0.5217270896974828
635,635,0.32,0.05,6,0.04,11,70,0.03,-29,16,0.49,-0.02,0.839841690426298,0.27074235907937233,0.21454129700450325,0.41873206457311113,0.36184563924489765,-0.197618845222711,-0.5377076771302239
636,636,-0.38,0.46,-4,0.05,235,-47,0.09,-12,10,0.29,-0.08,0.5002500595653759,0.2523049383083376,-0.7943704720011144,-0.23466497229622946,0.7839362348586905,-0.2650814388823921,0.15502421485863443
637,637,0.35,0.44,8,0.06,63,31,0.02,11,1,0.68,-0.02,0.855188215956937,0.1740890105797913,0.405007152370634,0.27260839717875635,0.6631404881259805,-0.06350707795046096,-0.3094260619124441
638,638,-0.27,0.33,-6,0.1,43,-37,0.36,-2,11,0.27,0.08,0.8353944220940026,-0.1337322784215402,0.3613367997588295,-0.39200453362487864,0.29311239714215365,0.020125589180987724,0.1691863854718942
639,639,0.17,0.18,-5,0.0,185,51,0.06,-6,10,0.36,-0.03,0.07441535417111567,-0.504392941080085,-0.8570392786671078,0.0743894540505103,0.41529256748188415,-0.20281298506232392,-0.36667750827288725
640,640,0.1,0.01,1,0.08,-34,-24,0.21,19,20,0.26,-0.11,0.8293104034879364,0.02421809445690572,-0.4456070757473175,-0.336291648144103,-0.012004131157886233,-0.13696307493925475,0.06809738294699244
641,641,0.29,0.46,0,0.09,112,81,0.28,-6,-18,0.43,0.1,0.3344904725660697,0.44786868433829785,0.7308552681496027,0.39163802467276093,0.46434957616926104,0.2991402314720977,-0.43227438443867117
642,642,-0.41,0.32,-1,0.05,-8,-20,0.23,-26,0,0.51,-0.11,0.9730891431662564,-0.03538197007968023,0.15260287442789752,-0.16899111917963242,0.6926191615891433,-0.1352360711666023,-0.0754758690661004
643,643,0.13,0.43,2,0.05,120,-20,0.28,-13,-13,0.59,-0.04,0.39880116780256003,-0.2504658709193314,0.8821097650273763,-0.010336271440053195,0.5085352961464826,0.07386478708520139,-0.4501848548461944
644,644,0.05,0.28,-9,0.06,4,-18,0.36,-11,-15,0.65,0.09,0.9881752543603138,-0.1120449763323264,0.10252326624096489,-0.021084824587879896,0.2412819040510229,0.1460333604324815,-0.6589515328151367
645,645,0.22,0.07,9,0.06,235,46,0.09,7,-8,0.03,-0.07,0.39181985738404423,-0.2582965992485409,-0.8742674930878026,0.12416286363544783,0.23691212981652887,-0.0571924421611989,0.38840609743466503
646,646,-0.34,0.05,0,0.01,145,-54,0.11,-1,1,0.15,0.13,0.2593368694038517,-0.4267010907772159,0.8558299862747596,-0.13500222920488644,0.26167180348904406,0.05867708887261602,0.5337789497545444
647,647,0.41,0.3,-7,0.04,192,54,0.23,13,-16,0.55,0.11,0.04132101090907327,0.3374419724130688,0.939417220596946,-0.04382664665861422,0.40513658820740217,0.2064935833385524,-0.6846357947945554
648,648,-0.24,0.24,-5,0.05,-78,66,0.32,7,8,0.66,0.03,0.6319433635114226,-0.43455388346919555,-0.5176656119025248,0.37925297880082004,0.15911838709158221,-0.03761858676509444,-0.16863806146218935
649,649,-0.23,0.22,10,0.1,49,-92,0.12,-25,-8,0.65,-0.03,0.6033685065569668,-0.40446434255616787,0.45067339331941497,-0.5188916394101819,0.7375570411902469,0.08841017731030365,-0.09275546742781601
650,650,0.38,0.17,0,0.13,164,76,0.17,-7,-13,0.11,-0.11,0.055960985268116326,0.5208878760160099,0.8500117592816577,0.054992707064235445,0.28651658626214943,0.03568110674125413,-0.19011550243440867
651,651,-0.16,0.2,-5,0.0,-25,13,0.07,29,-16,0.4,-0.09,0.8621859874187501,-0.03170510261643169,-0.4545441051244731,0.2214040786964609,0.17619432981051192,-0.09476299176264846,0.1872420278468862
652,652,-0.27,0.02,9,0.02,150,90,0.18,18,0,0.0,0.12,0.2315446053317966,0.649781995472366,0.6381837348927696,0.3418946835211213,-0.1427554481479958,0.0462862745808692,0.8906047086717872
653,653,0.08,0.39,-1,0.02,155,-18,0.3,9,8,0.03,-0.08,0.28292345042363776,-0.08455415515408363,0.952523602495589,-0.07418694450769453,0.33588894340629594,-0.19703448957397507,0.2880764415550675
654,654,0.24,0.45,5,0.0,174,76,0.06,-20,10,0.02,0.07,0.1252588871182541,-0.6834467834302733,-0.718519481042262,0.030666932997416234,0.7242445504667281,-0.15728955577846326,-0.0704158737497036
655,655,-0.38,0.45,-2,0.06,215,-9,0.08,-20,3,0.58,0.07,0.46095783103893156,0.04414061552869617,-0.885779525864456,-0.031050211335370666,0.8789359095562577,0.0027239426815295342,-0.21497533911486919
656,656,-0.06,0.11,0,0.04,108,-89,0.01,-27,-1,0.17,0.08,0.27527942383041343,-0.6532814824381882,0.6532814824381883,-0.26583424952838913,0.5637587744878341,0.05658061834147743,-0.04167215655446721
657,657,0.04,0.12,6,0.02,218,81,0.19,13,-2,0.55,0.07,0.19318215275735987,-0.6027639314255533,-0.7666331936017311,0.10784176044767373,0.11664184916002529,0.014199980449170813,-0.01793233296321939
658,658,0.33,0.23,-8,0.02,61,55,0.07,-5,16,0.04,-0.01,0.7995716307162131,0.26536062934686877,0.47808524850867634,0.24840176912583933,0.4147383333538923,-0.23020397752074473,-0.28068328499045986
659,659,-0.43,0.07,-8,0.07,96,70,0.16,15,11,0.07,-0.13,0.688520007211506,0.39071130458860026,0.5183012089982658,0.32349456392198883,0.044188285889812384,-0.178686048921034,0.5534840365351905
660,660,0.5,0.01,6,0.09,12,-96,0.12,-7,20,0.33,0.04,0.5238714413133136,-0.06027215107404457,0.16207161110068655,-0.8340616126260978,0.18953896988747698,-0.05869008394428876,-0.3508540061415686
661,661,0.01,0.18,-2,0.14,158,-24,0.27,-28,-19,0.27,0.03,0.05296811941210229,0.3728056922511265,-0.926297744967206,0.013519682680183807,0.2940255329246765,0.23336260629717054,-0.17641700738034755
662,662,0.32,0.34,8,0.06,254,57,0.32,23,-1,0.09,-0.13,0.3980251614427371,-0.3765767548094262,-0.819521521123116,0.16778079452588904,0.18021109541829627,-0.15529530399540037,0.30150562380442614
663,663,-0.09,0.31,-8,0.04,203,26,0.3,-17,16,0.39,-0.11,0.3338173346121243,-0.33934368676527066,-0.8738333114310345,0.09913220061354285,0.3497873310562061,-0.2909760711341962,-0.2991682883886284
664,664,-0.21,0.07,-3,0.1,181,-89,0.2,25,-20,0.24,-0.06,0.15683997631022076,-0.7926327722555625,0.5726125043098483,-0.1387423154105306,-0.07833361273271738,-0.027843102557460586,0.3052888861017401
665,665,0.25,0.3,3,0.11,71,42,0.1,10,-18,0.09,0.09,0.7374367559729638,0.1249571323414876,0.49213880728611875,0.4453898745818767,0.4225090164535213,0.2942546538831221,0.19662732683861867
666,666,0.2,0.31,3,0.08,179,-84,0.22,17,-5,0.31,-0.11,0.13715585939152775,-0.6946411431484008,0.7016742470556007,-0.07946825466190892,0.29374952790067255,-0.07270588836478842,0.05652441497942823
667,667,0.45,0.27,-9,0.12,185,1,0.12,-29,11,0.5,-0.07,0.2970500179287341,-0.08342971862399248,-0.9498393264861804,0.051049218986575974,0.24116892543268909,-0.11079246354250216,-1.0868738473234527
668,668,-0.36,0.08,1,0.04,250,-57,0.22,-11,-3,0.52,0.01,0.5751922704428908,0.38390994835204884,-0.656357232721935,-0.3015993810217179,0.3164575361179318,-0.003457289937146335,0.15090116900888573
669,669,-0.41,0.17,-8,0.15,-63,-94,0.26,-24,14,0.61,-0.04,0.5915677991447705,0.17528272849344143,-0.2876127598250824,-0.7325315040956986,0.42695401202275973,-0.11063763287084694,-0.2599665024733909
670,670,0.28,0.41,-5,0.14,-22,-41,0.13,-23,-7,0.65,0.05,0.9602385776151504,-0.04036104599659922,-0.008426604855907507,-0.27611927197552794,0.5143583085079578,0.18463429348461968,-0.9907166201093558
671,671,-0.28,0.35,-3,0.04,194,29,0.26,19,17,0.15,-0.08,0.04598912765379698,0.3970691086805477,0.9164086518623785,-0.020403574712679246,0.1546324556792864,-0.1966551145018005,0.5295303920601975
672,672,-0.23,0.02,9,0.07,92,6,0.24,-13,-6,0.14,-0.08,0.5983436319021003,0.060540967053975575,0.7909076967114091,0.11306946870409822,0.28254786829383316,-0.06425591464697034,0.6204197868403144
673,673,0.05,0.08,7,0.05,69,-22,0.32,26,11,0.34,0.0,0.9032222212167259,0.005991851399559334,0.3680865188808467,-0.22060378835212582,-0.18888377745414164,-0.019960368116877625,0.16888094177848512
674,674,-0.48,0.44,-2,0.15,173,-21,0.29,8,-3,0.28,0.0,0.12616950927106974,-0.20595261148512717,0.9696633750627225,-0.03765256717308545,0.3356162414698879,0.09692609693785337,0.562349061457842
675,675,-0.3,0.31,-1,0.13,161,67,0.06,2,-7,0.12,-0.09,0.15072829425375545,0.49049167906013386,0.8521362369683521,0.1027751318634071,0.5247466953836794,0.04187215942770095,0.5241771684544603
676,676,0.49,0.43,-10,0.14,-71,60,0.14,-18,20,0.06,0.02,0.8168696787400461,-0.333339314690671,-0.30054850796665716,0.3623250247991491,0.43047047480908196,-0.1304182001547336,-0.6827517310795908
677,677,-0.04,0.32,5,0.12,164,40,0.11,0,-19,0.61,0.07,0.09974463234447468,0.186259253910705,0.9716529178769772,0.10606180194702121,0.4735779384850855,0.3085718538055813,-0.07880771218174812
678,678,0.08,0.04,6,0.09,-50,-69,0.12,-23,18,0.61,0.09,0.6829366818398868,0.13833540700150104,-0.19230371945119967,-0.6909993366512653,0.371518475056998,-0.05659213093243731,-0.3413915894691168
679,679,-0.43,0.12,8,0.15,135,63,0.16,-14,-15,0.09,-0.12,0.1689694249998708,0.42236910112308174,0.8642045132204296,0.2149517042526838,0.4791352520336152,0.0962004049893943,0.7986488127619311
680,680,0.1,0.16,-1,0.06,-38,73,0.04,26,-12,0.28,0.08,0.6246065803162986,-0.276421962293631,-0.45217171631336844,0.5735836970778896,0.25215596129953277,0.13927504464136975,0.14750457236269354
681,681,-0.5,0.36,-9,0.09,46,0,0.28,-12,16,0.12,0.02,0.8602455241339703,-0.007036148588973574,0.48905379451195646,-0.1440642804235732,0.48962523968587535,-0.15383224365147363,0.36516067689298026
682,682,0.15,0.4,2,0.0,18,-6,0.0,6,-16,0.31,0.09,0.9902702954076615,-0.0031845467580590035,0.10584965928086254,0.09027984451301427,0.664901462652936,0.2303589273999862,0.025360991811862778
683,683,0.16,0.1,4,0.0,91,-40,0.35,-3,-3,0.07,-0.09,0.6540536808545689,-0.2445209867745738,0.6892506775026118,-0.19327900338518106,0.08169025594798618,-0.15923988575360082,0.21578865060747104
684,684,-0.3,0.42,-5,0.15,102,36,0.19,23,-17,0.7,-0.1,0.7071598813446387,0.08501829936630322,0.6300819428187097,0.30934371873904026,0.23546306989639953,0.07442260423908054,0.012046318934734956
685,685,0.14,0.17,-1,0.09,-32,-96,0.19,14,11,0.31,0.03,0.5486137834570483,0.25760940774081365,-0.2938892145027467,-0.7391139555192615,0.21912449172217152,-0.016997461182118645,-0.04029862655121286
686,686,0.28,0.23,-10,0.03,23,22,0.11,-3,3,0.23,0.13,0.9598481454775486,-0.03529405272644125,0.23736046969765082,0.14527861126251398,0.4173627419906899,0.03454836971800157,-0.45322012241226683
687,687,0.17,0.24,5,0.11,-9,-25,0.14,30,-13,0.61,0.03,0.937416228385627,0.1491257709446249,-0.30135690021771794,-0.09053362850679182,0.14344306198099288,0.11583621271690436,-0.08429284544716009
688,688,-0.42,0.3,-2,0.1,34,93,0.2,-17,6,0.66,-0.08,0.6563882171338343,0.31610341491085403,0.2926771524327247,0.6193328862037235,0.6097500890339909,-0.13044007562460203,-0.1283389984324428
689,689,0.49,0.43,5,0.13,79,-8,0.06,-7,-6,0.22,-0.09,0.7309937915834059,-0.04800979746626581,0.680571200775821,0.012883194026384033,0.6711544512250515,0.04011773789382245,-0.31338231302097347
690,690,-0.38,0.37,-2,0.08,-58,-100,0.17,4,0,0.15,0.0,0.556962147727534,0.38448648358409226,-0.34292182143981426,-0.6514352878991682,0.45795048044346887,0.0040375049031211585,0.5656445141530321
691,691,0.45,0.41,6,0.09,37,31,0.19,17,-19,0.25,-0.04,0.8812743204183462,0.06450252685162176,0.16758590197162856,0.4371612536139192,0.43547796175348596,0.1510320901772606,-0.004682956589212556
692,692,-0.3,0.4,-9,0.07,171,33,0.13,1,2,0.61,-0.05,0.10464323338424879,0.293418353608353,0.9488047381141257,-0.05220184292568951,0.57070768247294,-0.09776576388145908,-0.19380368298073652
693,693,-0.13,0.34,7,0.08,116,58,0.01,22,1,0.12,0.02,0.5710388641220596,0.37850557019890424,0.6245774247014718,0.3749015731413616,0.31526117879917526,0.005973474193663231,0.7771488758942163
694,694,-0.1,0.03,6,0.11,-54,78,0.01,-1,0,0.47,0.09,0.7097496649959111,-0.24433944855382989,-0.3755002685138655,0.5436480435581621,0.34159779160643267,0.11618025452641745,0.1406845097906619
695,695,0.32,0.45,5,0.15,261,-43,0.2,-29,8,0.32,-0.09,0.7217727579785916,0.19055008068044382,-0.540758978768853,-0.38770411330487686,0.5886432239244916,-0.11738587614511564,-0.4942283368786934
696,696,-0.23,0.0,10,0.06,-15,2,0.21,-28,-18,0.26,-0.06,0.9803006545587029,0.0646071695187577,0.12296066624005211,0.14041800054250747,0.4821480348564945,0.08845987409500888,0.39154537602247136
697,697,-0.39,0.13,-4,0.03,-9,63,0.25,13,-8,0.21,-0.06,0.7993783794778494,-0.11898949128944039,-0.15304156614773995,0.5686949853982314,0.034391815134328874,-0.09031833271731382,0.47099616017390133
698,698,0.21,0.06,5,0.04,42,58,0.01,-19,18,0.7,-0.08,0.8059216285383075,0.34585692068227125,0.37324936939682096,0.3025859007211254,0.4014140472192598,-0.28588221896695853,-0.5932054477193952
699,699,-0.14,0.2,-7,0.11,150,93,0.07,-23,9,0.05,0.12,0.08184085909299167,0.7571070830977179,0.6481442038138256,0.0001719556001459648,0.5272264924892361,0.04394307311088519,0.00546588173524265
700,700,-0.03,0.4,3,0.11,97,-47,0.36,-27,-18,0.52,-0.06,0.458121359587241,-0.4561600692275484,0.7559365291131812,-0.10296977752997506,0.49323787538397285,0.16723585100653016,-0.3160858949211998
701,701,0.12,0.15,2,0.07,-68,45,0.21,16,-20,0.09,-0.11,0.6307772111888559,-0.12949001701048385,-0.6565651406553087,0.39277813255794797,0.1314729028793249,-0.03208942256512848,0.2782960043994436
702,702,-0.31,0.33,1,0.14,143,-55,0.26,11,0,0.66,0.07,0.3646922619899395,-0.42007104553537106,0.8112002953971947,-0.18026078745802032,0.23024535824595804,0.13475022095046074,0.10663967925859086
703,703,0.41,0.46,7,0.07,180,97,0.0,10,1,0.05,-0.05,0.013014531416264026,0.7469446400985859,0.6563591069737634,0.10534253316022332,0.7248770872747478,-0.08110336975405508,0.2296539038584352
704,704,-0.12,0.12,-3,0.13,88,46,0.01,-4,-20,0.11,0.03,0.5919296781350826,0.142806118337549,0.7050390180240386,0.3635184338819133,0.39789670710527736,0.26737213047068353,0.23736013450018448
705,705,-0.15,0.22,-3,0.12,-37,26,0.17,-30,11,0.38,-0.07,0.9873706613413257,-0.04006491242746565,-0.05094762340698658,0.14456251099006445,0.527549468903225,-0.1484027191554267,-0.257111329949727
706,706,-0.49,0.24,-8,0.13,44,-10,0.14,-10,18,0.14,-0.13,0.8574998936402706,-0.0349543163475359,0.4564347436453949,-0.23481791449751835,0.4992823282971899,-0.28356760561357386,0.37451257945206995
707,707,0.45,0.24,9,0.15,123,68,0.17,29,6,0.26,0.13,0.5435755185963612,0.4539417204215524,0.5708614624734909,0.41542720265534516,0.22288952755509062,0.15104993072928208,0.1047317485721721
708,708,-0.04,0.22,-5,0.05,270,-98,0.09,17,-6,0.02,-0.04,0.43146920480353024,0.6112575523018445,-0.5220632692646803,-0.40944898698719573,0.3281470967302612,-0.02606833915688611,0.3794662617962413
709,709,0.48,0.26,-9,0.1,112,7,0.04,23,0,0.26,-0.05,0.7141506916213978,0.012688587840644368,0.6992782701312276,-0.0289428802569363,0.6089746399932042,-0.04469865432106723,-0.36787765641363
710,710,0.02,0.05,1,0.14,85,20,0.35,-25,-15,0.6,0.06,0.5456966807709543,0.04327975826441015,0.818011582718576,0.17663251585817336,0.14634507689834242,0.1930423241909549,-0.32615078293381783
711,711,0.42,0.23,-4,0.08,95,-100,0.21,-20,8,0.4,0.11,0.2984364545476909,-0.6255489036314537,0.5655952160079093,-0.4469074886276319,0.25619288925281847,0.06110286453820479,-0.7194309481707293
712,712,-0.37,0.37,3,0.06,-31,-71,0.19,21,17,0.61,-0.04,0.6447319340864734,0.22218321557865062,-0.37861884252603506,-0.6257820099431524,0.12986785359955366,-0.12819864374725154,0.34651533726550243
713,713,-0.28,0.43,1,0.1,84,-72,0.28,-27,-7,0.16,0.1,0.4799212705101356,-0.5182711479822744,0.640769915366601,-0.30080642752798986,0.7112225292691368,0.22454783287627889,0.1665300913470133
714,714,0.37,0.26,4,0.13,-33,-88,0.17,-21,-15,0.38,0.04,0.789541847311624,0.10111251015667116,-0.04069512691379349,-0.6039402605217139,0.38742112761473857,0.22343361601159661,-0.47502561394343834
715,715,0.33,0.08,-9,0.05,27,-90,0.09,-14,-17,0.25,-0.07,0.7453461607983809,-0.3270180455602835,0.14500471607796397,-0.5625761555346934,0.2441460931587776,-0.010881285017853681,-0.5641189928891288
716,716,0.25,0.13,-3,0.12,-77,42,0.36,24,7,0.46,0.11,0.6029184278568118,-0.34119519355565603,-0.6921930041194959,0.20234637207821723,0.04209810167609218,0.13565365916716732,-0.37720986723160177
717,717,-0.39,0.0,-10,0.01,-25,75,0.13,29,5,0.43,-0.11,0.7288370833645561,-0.35743350784761985,-0.29046499937700493,0.5066240001394615,-0.11860744852037741,-0.19664826940639601,0.11736330636322984
718,718,-0.19,0.16,5,0.0,257,6,0.04,26,6,0.32,0.1,0.43010134563758223,-0.060306173491769186,-0.9003547490359274,-0.027153707076087774,0.05109699009299351,0.0029665530656997063,0.5101277929721473
719,719,-0.12,0.45,-3,0.0,-78,-81,0.02,23,14,0.27,-0.03,0.4384925559674557,0.4063800128095057,-0.6560418624188186,-0.4606393798885647,0.4642324646401086,-0.2500936053194238,0.4146134014476723
720,720,-0.01,0.2,-10,0.05,91,2,0.22,-15,14,0.17,-0.02,0.5906318414112591,0.042714349795540014,0.7974121323571091,-0.11603190682901818,0.2891469565083091,-0.1670594450586358,-0.18489329423995932
721,721,-0.34,0.37,8,0.03,201,-55,0.24,-25,-16,0.57,0.08,0.3441511613893917,0.5312558404346432,-0.7489854932944144,-0.195826303016057,0.7740820109539052,0.26833559874819235,0.015438414767630942
722,722,-0.06,0.06,-2,0.13,178,-99,0.13,5,-8,0.2,-0.03,0.030339298752651185,-0.8019635573668182,0.593990139538631,-0.05576462801483424,0.1931018418928654,0.06573057959295103,0.18121279926746384
723,723,-0.15,0.41,-2,0.11,-71,66,0.07,27,-9,0.41,0.08,0.5164273971783487,-0.3742820979383278,-0.6554294905726605,0.4045093787468255,0.33328000976404326,0.1830680949596517,0.32048242665795373
724,724,0.08,0.05,4,0.06,-82,-92,0.31,20,-4,0.57,0.06,0.439933249533754,0.5971970292985919,-0.4974644110701355,-0.4498261929570708,-0.10438588099870838,0.040847317164141694,-0.16573788760345903
725,725,-0.3,0.26,-5,0.05,-24,23,0.08,1,-19,0.38,0.11,0.9074668657078577,-0.05026412117075765,-0.2146101535606495,0.357658898608664,0.4585085821589293,0.26963133296154607,0.1451194967106696
726,726,0.46,0.45,7,0.11,79,42,0.14,-19,14,0.54,-0.06,0.6279994490691823,0.4003348915484783,0.6403053274307459,0.18803657687130176,0.609143787270386,-0.21310600716253147,-0.6956203490294484
727,727,-0.13,0.02,4,0.13,198,52,0.36,-9,-20,0.03,0.11,0.2091963909154632,-0.26522609190546104,-0.9348873090912109,0.10898490492125723,0.04214009478521241,0.2160391132092565,0.5448275848536177
728,728,0.31,0.29,-3,0.09,10,-78,0.04,4,-11,0.19,-0.02,0.8306968788638414,-0.05520173774358073,0.019104947839979406,-0.5536519344895249,0.5433847317008995,0.11812225338975302,-0.18719142839557526
729,729,0.13,0.26,2,0.15,58,5,0.16,27,-10,0.58,0.09,0.9537019592145801,0.0012000180932184661,0.2675046235606939,0.1374496610417745,0.1881999776110831,0.21595379615636068,-0.10658519441751946
730,730,-0.47,0.36,5,0.15,9,36,0.26,0,5,0.68,-0.05,0.9588309867884072,0.0681819208333746,0.05819176520364594,0.26945887053189477,0.4140487720430903,-0.025989678968558083,0.2838069677084744
731,731,0.14,0.2,-7,0.1,-5,-7,0.24,8,17,0.23,-0.05,0.969714955832844,-0.07064329872733417,-0.10724319050167486,-0.20775304298625297,0.24555953575816059,-0.1419769420906123,-0.1641295694852094
732,732,0.2,0.39,-9,0.15,5,85,0.03,20,-10,0.59,0.03,0.6802658280845459,-0.1399846767719498,-0.05660346957491944,0.7172438501943261,0.6226498310118517,0.21295204612689833,-0.43125646311357546
733,733,-0.5,0.39,4,0.07,136,54,0.21,-19,11,0.03,-0.12,0.19035067276323966,0.5396231021952004,0.8131004836617641,0.10696322931183189,0.7685510523427248,-0.29781882453534547,0.6824324955811711
